RecordType,Category,Amount,EmployeeRole,Shift,ContractType,Campaign,Service,ProjectedExpense,ActualExpense,CustomerType,FoodSegment,VisitDateTime
Tech Fee,Tech Services,341.52,,,,,CRM Platform,,,Seldom,Continental,9/25/2024
Projected vs Actual,Expense Monitoring,,,,,,,1908.82,2348.4,Tourist,Snacks,3/14/2024
Projected vs Actual,Expense Monitoring,,,,,,,3904.6,4547.46,Regular,Wine,12/24/2024
Projected vs Actual,Expense Monitoring,,,,,,,1038.32,1403.55,First-timer,Wine,9/13/2024
Projected vs Actual,Expense Monitoring,,,,,,,3973.8,3443.11,Regular,Irish,01-11-2025
Tech Fee,Tech Services,180.49,,,,,Website Hosting,,,Regular,Wine,09-11-2024
Projected vs Actual,Expense Monitoring,,,,,,,4401.27,3687.02,Tourist,Snacks,2/24/2025
Variable Cost,Marketing Campaign,5017.28,,,,,,,,Seldom,Wine,9/28/2024
Projected vs Actual,Expense Monitoring,,,,,,,7114.94,7762.5,Seldom,Continental,5/22/2024
Employee Salary,Payroll,1410.99,Chef,Morning,Contract,,,,,First-timer,Continental,02-02-2025
Fixed Cost,Utilities,4023.57,,,,,,,,Tourist,Continental,09-03-2024
Variable Cost,Marketing Campaign,5975.51,,,,,,,,Seldom,Snacks,05-01-2024
Fixed Cost,Insurance,3124.7,,,,,,,,Tourist,Continental,03-03-2025
Fixed Cost,Utilities,1610.71,,,,,,,,Seldom,Snacks,09-10-2024
Fixed Cost,Rent,4688.99,,,,,,,,Regular,Continental,03-11-2024
Fixed Cost,Rent,1084.68,,,,,,,,First-timer,Snacks,04-12-2024
Fixed Cost,Insurance,4399.47,,,,,,,,First-timer,Continental,07-01-2024
Marketing Spend,Advertising,6368.96,,,,New Menu Launch,,,,Tourist,Wine,09-02-2024
Employee Salary,Payroll,2509.25,Cleaner,Night,Full-time,,,,,Regular,Wine,05-01-2024
Marketing Spend,Advertising,807.17,,,,Christmas Special,,,,First-timer,Irish,01-12-2025
Variable Cost,Inventory Purchase,4988.76,,,,,,,,First-timer,Irish,2/19/2025
Fixed Cost,Insurance,4299.12,,,,,,,,Tourist,Continental,09-03-2024
Variable Cost,Inventory Purchase,1752.84,,,,,,,,Seldom,Wine,02-11-2025
Tech Fee,Tech Services,349.87,,,,,CRM Platform,,,First-timer,Continental,01-06-2025
Fixed Cost,Insurance,4778.48,,,,,,,,Seldom,Continental,03-06-2025
Fixed Cost,Utilities,1710.36,,,,,,,,First-timer,Wine,10/24/2024
Marketing Spend,Advertising,4513.51,,,,Christmas Special,,,,First-timer,Snacks,8/28/2024
Tech Fee,Tech Services,97.16,,,,,Website Hosting,,,Regular,Continental,1/28/2025
Projected vs Actual,Expense Monitoring,,,,,,,7676.0,7676.8,Seldom,Continental,2/28/2025
Fixed Cost,Insurance,2559.65,,,,,,,,Tourist,Wine,1/15/2025
Variable Cost,Marketing Campaign,3750.2,,,,,,,,Tourist,Continental,04-07-2024
Marketing Spend,Advertising,556.01,,,,Spring Promo,,,,Regular,Irish,8/31/2024
Fixed Cost,Rent,2374.27,,,,,,,,Tourist,Irish,1/23/2025
Tech Fee,Tech Services,432.66,,,,,Website Hosting,,,Tourist,Snacks,12/23/2024
Fixed Cost,Rent,4413.93,,,,,,,,First-timer,Continental,3/16/2024
Projected vs Actual,Expense Monitoring,,,,,,,7101.18,6532.66,First-timer,Irish,6/15/2024
Tech Fee,Tech Services,323.49,,,,,CRM Platform,,,Seldom,Snacks,8/28/2024
Variable Cost,Inventory Purchase,1452.35,,,,,,,,Tourist,Wine,03-12-2024
Marketing Spend,Advertising,5212.26,,,,Summer Happy Hour,,,,First-timer,Continental,1/17/2025
Projected vs Actual,Expense Monitoring,,,,,,,5336.24,5126.5,Seldom,Irish,06-10-2024
Projected vs Actual,Expense Monitoring,,,,,,,1994.11,2774.54,First-timer,Wine,03-11-2024
Marketing Spend,Advertising,2700.94,,,,Christmas Special,,,,Seldom,Continental,06-11-2024
Fixed Cost,Rent,1001.8,,,,,,,,Regular,Snacks,05-12-2024
Variable Cost,Inventory Purchase,2749.17,,,,,,,,Tourist,Wine,11/17/2024
Tech Fee,Tech Services,56.61,,,,,Website Hosting,,,Regular,Continental,12-11-2024
Tech Fee,Tech Services,201.81,,,,,Website Hosting,,,Regular,Snacks,7/18/2024
Projected vs Actual,Expense Monitoring,,,,,,,5820.37,6718.06,Regular,Wine,02-01-2025
Employee Salary,Payroll,2320.97,Chef,Night,Contract,,,,,Regular,Snacks,02-09-2025
Marketing Spend,Advertising,2013.39,,,,Summer Happy Hour,,,,Seldom,Wine,6/21/2024
Tech Fee,Tech Services,444.94,,,,,CRM Platform,,,First-timer,Snacks,1/17/2025
Variable Cost,Marketing Campaign,4036.71,,,,,,,,Tourist,Irish,01-01-2025
Fixed Cost,Insurance,3982.96,,,,,,,,Regular,Irish,09-05-2024
Fixed Cost,Utilities,4357.08,,,,,,,,First-timer,Continental,6/15/2024
Projected vs Actual,Expense Monitoring,,,,,,,627.11,1167.43,First-timer,Snacks,03-05-2025
Projected vs Actual,Expense Monitoring,,,,,,,3258.0,2621.48,Regular,Wine,11/19/2024
Tech Fee,Tech Services,397.91,,,,,CRM Platform,,,Tourist,Irish,03-09-2025
Variable Cost,Inventory Purchase,3546.15,,,,,,,,Seldom,Snacks,10/24/2024
Projected vs Actual,Expense Monitoring,,,,,,,4779.87,4916.06,First-timer,Irish,2/20/2025
Tech Fee,Tech Services,296.77,,,,,Website Hosting,,,Tourist,Snacks,08-10-2024
Marketing Spend,Advertising,4793.94,,,,Christmas Special,,,,Seldom,Snacks,7/15/2024
Employee Salary,Payroll,2164.58,Chef,Night,Full-time,,,,,First-timer,Snacks,4/28/2024
Tech Fee,Tech Services,118.55,,,,,Website Hosting,,,First-timer,Continental,10/22/2024
Employee Salary,Payroll,1986.41,Cleaner,Morning,Full-time,,,,,Tourist,Wine,06-06-2024
Marketing Spend,Advertising,5282.62,,,,Spring Promo,,,,Regular,Snacks,04-04-2024
Marketing Spend,Advertising,4159.02,,,,Summer Happy Hour,,,,First-timer,Snacks,1/17/2025
Fixed Cost,Insurance,4033.35,,,,,,,,Regular,Continental,12/20/2024
Marketing Spend,Advertising,4583.22,,,,Summer Happy Hour,,,,Regular,Wine,01-04-2025
Marketing Spend,Advertising,2686.63,,,,Summer Happy Hour,,,,Seldom,Wine,6/22/2024
Employee Salary,Payroll,4584.3,Server,Night,Part-time,,,,,First-timer,Irish,08-03-2024
Fixed Cost,Utilities,1918.16,,,,,,,,Tourist,Wine,5/18/2024
Employee Salary,Payroll,3109.06,Bartender,Morning,Full-time,,,,,Seldom,Irish,4/23/2024
Marketing Spend,Advertising,1314.39,,,,Christmas Special,,,,Regular,Wine,5/28/2024
Employee Salary,Payroll,4789.58,Bartender,Morning,Full-time,,,,,Regular,Irish,06-05-2024
Projected vs Actual,Expense Monitoring,,,,,,,2678.78,2618.76,Seldom,Snacks,8/15/2024
Fixed Cost,Utilities,779.91,,,,,,,,First-timer,Wine,08-09-2024
Fixed Cost,Utilities,535.29,,,,,,,,Regular,Snacks,5/25/2024
Marketing Spend,Advertising,3244.18,,,,Spring Promo,,,,Tourist,Irish,09-12-2024
Projected vs Actual,Expense Monitoring,,,,,,,3617.32,3221.15,Regular,Irish,8/31/2024
Variable Cost,Inventory Purchase,3607.25,,,,,,,,Tourist,Irish,06-08-2024
Variable Cost,Inventory Purchase,9626.87,,,,,,,,Tourist,Snacks,05-02-2024
Projected vs Actual,Expense Monitoring,,,,,,,2560.28,3174.21,First-timer,Snacks,03-12-2024
Variable Cost,Marketing Campaign,5511.11,,,,,,,,Regular,Irish,6/24/2024
Tech Fee,Tech Services,69.75,,,,,CRM Platform,,,Regular,Wine,01-04-2025
Projected vs Actual,Expense Monitoring,,,,,,,6979.71,6942.38,Regular,Continental,3/30/2024
Tech Fee,Tech Services,353.46,,,,,CRM Platform,,,Tourist,Snacks,04-09-2024
Fixed Cost,Insurance,4069.14,,,,,,,,Seldom,Continental,03-03-2025
Employee Salary,Payroll,1787.7,Manager,Evening,Full-time,,,,,Tourist,Irish,06-08-2024
Employee Salary,Payroll,3090.16,Manager,Night,Part-time,,,,,First-timer,Wine,6/16/2024
Marketing Spend,Advertising,3320.95,,,,Christmas Special,,,,First-timer,Irish,7/16/2024
Variable Cost,Inventory Purchase,1843.35,,,,,,,,Regular,Snacks,11-12-2024
Projected vs Actual,Expense Monitoring,,,,,,,5167.57,6129.929999999999,Regular,Continental,02-01-2025
Marketing Spend,Advertising,5589.65,,,,New Menu Launch,,,,Seldom,Continental,02-11-2025
Employee Salary,Payroll,4840.54,Cleaner,Evening,Full-time,,,,,First-timer,Continental,01-03-2025
Tech Fee,Tech Services,489.79,,,,,Website Hosting,,,Tourist,Snacks,12-12-2024
Tech Fee,Tech Services,264.61,,,,,Website Hosting,,,Regular,Snacks,3/13/2024
Marketing Spend,Advertising,1777.87,,,,Christmas Special,,,,Regular,Wine,04-11-2024
Employee Salary,Payroll,4086.51,Chef,Night,Part-time,,,,,First-timer,Wine,10/22/2024
Projected vs Actual,Expense Monitoring,,,,,,,5022.98,5693.799999999999,First-timer,Snacks,3/27/2024
Marketing Spend,Advertising,2763.5,,,,Spring Promo,,,,Tourist,Irish,4/26/2024
Marketing Spend,Advertising,5672.32,,,,Summer Happy Hour,,,,Seldom,Wine,01-03-2025
Tech Fee,Tech Services,413.64,,,,,Website Hosting,,,Regular,Snacks,4/14/2024
Variable Cost,Inventory Purchase,7315.73,,,,,,,,Tourist,Snacks,10-10-2024
Employee Salary,Payroll,2611.06,Cleaner,Night,Full-time,,,,,Regular,Wine,4/20/2024
Marketing Spend,Advertising,203.01,,,,Spring Promo,,,,Tourist,Continental,7/17/2024
Marketing Spend,Advertising,1245.89,,,,Spring Promo,,,,First-timer,Continental,10/14/2024
Employee Salary,Payroll,1179.65,Server,Night,Full-time,,,,,Tourist,Continental,05-09-2024
Tech Fee,Tech Services,217.28,,,,,CRM Platform,,,Tourist,Wine,4/16/2024
Marketing Spend,Advertising,5329.0,,,,New Menu Launch,,,,First-timer,Snacks,1/21/2025
Employee Salary,Payroll,3308.49,Bartender,Morning,Contract,,,,,Regular,Irish,10-04-2024
Projected vs Actual,Expense Monitoring,,,,,,,5165.3,6150.18,Regular,Wine,03-08-2025
Tech Fee,Tech Services,308.23,,,,,Website Hosting,,,Tourist,Snacks,11-07-2024
Variable Cost,Marketing Campaign,8487.99,,,,,,,,Tourist,Continental,12/16/2024
Fixed Cost,Utilities,4448.1,,,,,,,,Regular,Irish,1/29/2025
Marketing Spend,Advertising,387.13,,,,New Menu Launch,,,,Seldom,Continental,12/31/2024
Employee Salary,Payroll,1914.78,Bartender,Morning,Full-time,,,,,Regular,Irish,02-02-2025
Fixed Cost,Rent,1166.8,,,,,,,,Seldom,Wine,09-04-2024
Tech Fee,Tech Services,477.71,,,,,CRM Platform,,,First-timer,Continental,5/26/2024
Tech Fee,Tech Services,246.48,,,,,Website Hosting,,,First-timer,Snacks,07-02-2024
Employee Salary,Payroll,4358.64,Cleaner,Night,Part-time,,,,,First-timer,Wine,12-12-2024
Tech Fee,Tech Services,243.55,,,,,Website Hosting,,,Tourist,Wine,1/26/2025
Variable Cost,Marketing Campaign,4069.32,,,,,,,,Regular,Irish,06-05-2024
Projected vs Actual,Expense Monitoring,,,,,,,6352.74,6305.41,Regular,Snacks,07-10-2024
Variable Cost,Marketing Campaign,2124.16,,,,,,,,First-timer,Snacks,9/22/2024
Fixed Cost,Insurance,3172.11,,,,,,,,Tourist,Continental,10-07-2024
Projected vs Actual,Expense Monitoring,,,,,,,2053.07,1195.3900000000003,First-timer,Continental,10/25/2024
Marketing Spend,Advertising,6597.33,,,,Summer Happy Hour,,,,Seldom,Continental,6/16/2024
Tech Fee,Tech Services,234.24,,,,,CRM Platform,,,Tourist,Wine,1/31/2025
Employee Salary,Payroll,4084.49,Cleaner,Evening,Full-time,,,,,Seldom,Irish,03-11-2024
Variable Cost,Marketing Campaign,1600.79,,,,,,,,Tourist,Continental,2/20/2025
Fixed Cost,Rent,2925.93,,,,,,,,Seldom,Snacks,05-12-2024
Marketing Spend,Advertising,6530.87,,,,Christmas Special,,,,First-timer,Wine,8/28/2024
Projected vs Actual,Expense Monitoring,,,,,,,4600.25,4664.29,Seldom,Snacks,8/17/2024
Tech Fee,Tech Services,77.6,,,,,CRM Platform,,,Tourist,Irish,2/21/2025
Projected vs Actual,Expense Monitoring,,,,,,,909.76,1855.92,Regular,Irish,8/31/2024
Projected vs Actual,Expense Monitoring,,,,,,,575.68,450.63999999999993,Regular,Continental,10-06-2024
Employee Salary,Payroll,3652.19,Manager,Evening,Contract,,,,,Regular,Continental,10-09-2024
Fixed Cost,Rent,3915.81,,,,,,,,Regular,Snacks,08-05-2024
Variable Cost,Marketing Campaign,8970.8,,,,,,,,Seldom,Wine,1/23/2025
Tech Fee,Tech Services,163.77,,,,,CRM Platform,,,Regular,Snacks,12-12-2024
Employee Salary,Payroll,4998.18,Chef,Evening,Contract,,,,,Tourist,Wine,8/24/2024
Marketing Spend,Advertising,1699.32,,,,Christmas Special,,,,Seldom,Continental,12/16/2024
Projected vs Actual,Expense Monitoring,,,,,,,3448.96,3630.24,Tourist,Snacks,01-04-2025
Fixed Cost,Insurance,2365.11,,,,,,,,First-timer,Irish,2/19/2025
Variable Cost,Marketing Campaign,304.65,,,,,,,,First-timer,Wine,7/29/2024
Variable Cost,Inventory Purchase,5224.2,,,,,,,,First-timer,Wine,11-12-2024
Fixed Cost,Insurance,3327.95,,,,,,,,First-timer,Continental,01-06-2025
Projected vs Actual,Expense Monitoring,,,,,,,2489.95,2693.06,Seldom,Wine,1/30/2025
Marketing Spend,Advertising,5058.08,,,,Christmas Special,,,,Tourist,Irish,1/17/2025
Tech Fee,Tech Services,96.13,,,,,CRM Platform,,,Tourist,Snacks,12/23/2024
Fixed Cost,Insurance,2790.01,,,,,,,,Seldom,Irish,8/24/2024
Marketing Spend,Advertising,6543.89,,,,Spring Promo,,,,Tourist,Irish,8/15/2024
Variable Cost,Marketing Campaign,1883.94,,,,,,,,Tourist,Continental,11/17/2024
Employee Salary,Payroll,1500.5,Chef,Night,Contract,,,,,Regular,Irish,9/25/2024
Tech Fee,Tech Services,205.07,,,,,Website Hosting,,,Tourist,Continental,01-07-2025
Variable Cost,Inventory Purchase,613.76,,,,,,,,Tourist,Snacks,01-11-2025
Fixed Cost,Rent,1460.27,,,,,,,,Regular,Snacks,09-11-2024
Marketing Spend,Advertising,1269.82,,,,New Menu Launch,,,,Seldom,Irish,10/20/2024
Fixed Cost,Insurance,3941.24,,,,,,,,Seldom,Continental,04-08-2024
Tech Fee,Tech Services,297.19,,,,,CRM Platform,,,Tourist,Irish,7/14/2024
Fixed Cost,Insurance,2671.25,,,,,,,,Tourist,Continental,5/31/2024
Marketing Spend,Advertising,2833.21,,,,New Menu Launch,,,,Seldom,Wine,3/21/2024
Marketing Spend,Advertising,309.22,,,,Summer Happy Hour,,,,Tourist,Wine,12-03-2024
Employee Salary,Payroll,3814.8,Manager,Night,Part-time,,,,,First-timer,Continental,3/16/2024
Projected vs Actual,Expense Monitoring,,,,,,,6824.59,6019.62,First-timer,Irish,7/27/2024
Employee Salary,Payroll,3185.72,Cleaner,Night,Part-time,,,,,Seldom,Snacks,11/15/2024
Fixed Cost,Insurance,2433.18,,,,,,,,First-timer,Snacks,3/28/2024
Tech Fee,Tech Services,267.02,,,,,CRM Platform,,,Regular,Snacks,12/31/2024
Tech Fee,Tech Services,410.0,,,,,Website Hosting,,,Regular,Continental,03-11-2024
Employee Salary,Payroll,4461.18,Bartender,Night,Contract,,,,,Seldom,Snacks,8/15/2024
Marketing Spend,Advertising,2306.56,,,,Christmas Special,,,,Seldom,Irish,9/18/2024
Variable Cost,Marketing Campaign,8182.47,,,,,,,,First-timer,Continental,6/17/2024
Fixed Cost,Rent,819.01,,,,,,,,First-timer,Wine,07-02-2024
Projected vs Actual,Expense Monitoring,,,,,,,5186.56,5330.05,Regular,Irish,09-11-2024
Employee Salary,Payroll,3195.43,Bartender,Evening,Full-time,,,,,Seldom,Snacks,09-08-2024
Projected vs Actual,Expense Monitoring,,,,,,,3430.12,2812.98,Seldom,Wine,09-03-2024
Marketing Spend,Advertising,6557.96,,,,Spring Promo,,,,First-timer,Irish,1/27/2025
Tech Fee,Tech Services,445.09,,,,,CRM Platform,,,Tourist,Irish,9/27/2024
Tech Fee,Tech Services,161.21,,,,,Website Hosting,,,Regular,Irish,05-12-2024
Fixed Cost,Utilities,877.64,,,,,,,,Tourist,Wine,06-11-2024
Fixed Cost,Insurance,3548.93,,,,,,,,Regular,Irish,02-09-2025
Employee Salary,Payroll,2525.76,Server,Evening,Contract,,,,,First-timer,Wine,12-12-2024
Fixed Cost,Rent,4031.88,,,,,,,,Regular,Snacks,09-12-2024
Projected vs Actual,Expense Monitoring,,,,,,,6357.47,6928.01,Regular,Wine,8/23/2024
Tech Fee,Tech Services,495.66,,,,,Website Hosting,,,Tourist,Snacks,8/20/2024
Variable Cost,Inventory Purchase,4376.99,,,,,,,,First-timer,Snacks,09-02-2024
Fixed Cost,Utilities,2525.52,,,,,,,,Tourist,Irish,12-02-2024
Variable Cost,Inventory Purchase,1120.9,,,,,,,,Seldom,Wine,4/30/2024
Variable Cost,Inventory Purchase,9791.68,,,,,,,,First-timer,Wine,4/19/2024
Fixed Cost,Rent,1354.17,,,,,,,,First-timer,Wine,3/14/2024
Marketing Spend,Advertising,1590.2,,,,Spring Promo,,,,Regular,Irish,02-02-2025
Fixed Cost,Insurance,1689.24,,,,,,,,First-timer,Snacks,9/18/2024
Variable Cost,Marketing Campaign,4882.09,,,,,,,,Tourist,Irish,1/15/2025
Variable Cost,Marketing Campaign,5541.1,,,,,,,,Regular,Snacks,6/14/2024
Projected vs Actual,Expense Monitoring,,,,,,,7764.03,7971.3,Tourist,Continental,10-07-2024
Employee Salary,Payroll,1273.34,Cleaner,Night,Part-time,,,,,First-timer,Wine,07-02-2024
Fixed Cost,Utilities,3631.09,,,,,,,,Tourist,Irish,5/22/2024
Employee Salary,Payroll,3213.52,Manager,Night,Contract,,,,,Tourist,Continental,04-12-2024
Tech Fee,Tech Services,366.71,,,,,Website Hosting,,,Regular,Irish,2/19/2025
Projected vs Actual,Expense Monitoring,,,,,,,2381.7,2733.75,First-timer,Snacks,3/31/2024
Fixed Cost,Utilities,1908.08,,,,,,,,First-timer,Snacks,03-06-2025
Marketing Spend,Advertising,4264.14,,,,Christmas Special,,,,Tourist,Wine,12/14/2024
Tech Fee,Tech Services,476.03,,,,,Website Hosting,,,Seldom,Continental,11-10-2024
Variable Cost,Inventory Purchase,1632.8,,,,,,,,First-timer,Irish,02-01-2025
Employee Salary,Payroll,4089.2,Bartender,Morning,Contract,,,,,Tourist,Snacks,9/19/2024
Marketing Spend,Advertising,2740.17,,,,Summer Happy Hour,,,,Seldom,Snacks,10/24/2024
Tech Fee,Tech Services,332.37,,,,,Website Hosting,,,Regular,Irish,10-08-2024
Tech Fee,Tech Services,471.32,,,,,Website Hosting,,,First-timer,Snacks,1/17/2025
Fixed Cost,Insurance,4809.11,,,,,,,,First-timer,Snacks,2/17/2025
Marketing Spend,Advertising,5910.65,,,,Spring Promo,,,,Regular,Snacks,2/20/2025
Variable Cost,Marketing Campaign,6757.36,,,,,,,,First-timer,Snacks,1/21/2025
Projected vs Actual,Expense Monitoring,,,,,,,1264.2,280.84000000000003,Seldom,Wine,11/29/2024
Projected vs Actual,Expense Monitoring,,,,,,,2952.83,3732.94,Regular,Wine,2/16/2025
Tech Fee,Tech Services,413.24,,,,,CRM Platform,,,Seldom,Irish,3/15/2024
Marketing Spend,Advertising,3686.54,,,,Spring Promo,,,,Seldom,Wine,10-04-2024
Employee Salary,Payroll,3187.5,Server,Night,Full-time,,,,,First-timer,Irish,08-03-2024
Fixed Cost,Utilities,3653.9,,,,,,,,First-timer,Continental,5/14/2024
Tech Fee,Tech Services,344.3,,,,,Website Hosting,,,Tourist,Snacks,4/22/2024
Tech Fee,Tech Services,72.51,,,,,CRM Platform,,,Regular,Continental,03-11-2024
Marketing Spend,Advertising,400.63,,,,Christmas Special,,,,First-timer,Wine,11-01-2024
Fixed Cost,Rent,571.16,,,,,,,,Tourist,Irish,3/25/2024
Employee Salary,Payroll,2699.09,Server,Night,Full-time,,,,,Regular,Irish,09-11-2024
Projected vs Actual,Expense Monitoring,,,,,,,5050.49,5396.23,First-timer,Irish,5/14/2024
Variable Cost,Marketing Campaign,9519.76,,,,,,,,Regular,Snacks,6/16/2024
Variable Cost,Marketing Campaign,8070.39,,,,,,,,Tourist,Irish,10-04-2024
Employee Salary,Payroll,3177.02,Manager,Night,Contract,,,,,Seldom,Continental,06-11-2024
Projected vs Actual,Expense Monitoring,,,,,,,3480.86,3508.08,First-timer,Wine,6/29/2024
Employee Salary,Payroll,2709.98,Bartender,Evening,Part-time,,,,,First-timer,Continental,6/28/2024
Tech Fee,Tech Services,409.87,,,,,Website Hosting,,,First-timer,Wine,05-02-2024
Fixed Cost,Rent,4529.06,,,,,,,,Tourist,Irish,3/25/2024
Fixed Cost,Utilities,4043.24,,,,,,,,First-timer,Wine,11/19/2024
Tech Fee,Tech Services,333.61,,,,,Website Hosting,,,First-timer,Irish,02-05-2025
Employee Salary,Payroll,2997.73,Bartender,Evening,Part-time,,,,,Regular,Wine,06-01-2024
Variable Cost,Marketing Campaign,1529.44,,,,,,,,Tourist,Continental,11/13/2024
Marketing Spend,Advertising,5808.25,,,,Summer Happy Hour,,,,Regular,Wine,6/28/2024
Projected vs Actual,Expense Monitoring,,,,,,,6388.23,6585.919999999999,Regular,Snacks,5/29/2024
Tech Fee,Tech Services,315.6,,,,,Website Hosting,,,Seldom,Irish,03-09-2025
Tech Fee,Tech Services,270.99,,,,,CRM Platform,,,Regular,Wine,11/15/2024
Marketing Spend,Advertising,916.67,,,,New Menu Launch,,,,First-timer,Snacks,10/27/2024
Employee Salary,Payroll,4696.11,Server,Morning,Full-time,,,,,Tourist,Continental,03-03-2025
Tech Fee,Tech Services,282.39,,,,,Website Hosting,,,First-timer,Snacks,03-09-2025
Fixed Cost,Utilities,4741.39,,,,,,,,Tourist,Wine,1/26/2025
Variable Cost,Inventory Purchase,7233.6,,,,,,,,Tourist,Irish,2/21/2025
Marketing Spend,Advertising,950.94,,,,Christmas Special,,,,Tourist,Continental,09-04-2024
Tech Fee,Tech Services,189.41,,,,,CRM Platform,,,Seldom,Wine,1/30/2025
Marketing Spend,Advertising,3702.04,,,,Christmas Special,,,,Regular,Snacks,07-10-2024
Fixed Cost,Rent,3841.39,,,,,,,,Seldom,Snacks,11/15/2024
Variable Cost,Marketing Campaign,8739.09,,,,,,,,Regular,Irish,11-03-2024
Tech Fee,Tech Services,147.23,,,,,CRM Platform,,,First-timer,Continental,9/25/2024
Tech Fee,Tech Services,334.5,,,,,Website Hosting,,,Regular,Wine,4/20/2024
Fixed Cost,Utilities,1721.74,,,,,,,,Tourist,Continental,09-03-2024
Fixed Cost,Rent,961.56,,,,,,,,Regular,Wine,5/30/2024
Fixed Cost,Utilities,2990.17,,,,,,,,Tourist,Snacks,3/14/2024
Employee Salary,Payroll,3707.76,Chef,Evening,Full-time,,,,,Tourist,Irish,02-09-2025
Fixed Cost,Insurance,2578.3,,,,,,,,Seldom,Snacks,12-06-2024
Projected vs Actual,Expense Monitoring,,,,,,,3794.08,4015.17,Seldom,Continental,01-10-2025
Tech Fee,Tech Services,353.14,,,,,CRM Platform,,,First-timer,Snacks,11/16/2024
Tech Fee,Tech Services,362.28,,,,,Website Hosting,,,First-timer,Snacks,12/27/2024
Tech Fee,Tech Services,383.28,,,,,CRM Platform,,,Seldom,Snacks,12-06-2024
Tech Fee,Tech Services,289.35,,,,,Website Hosting,,,Seldom,Continental,6/28/2024
Marketing Spend,Advertising,2218.15,,,,Summer Happy Hour,,,,Tourist,Snacks,05-02-2024
Projected vs Actual,Expense Monitoring,,,,,,,1126.66,164.92000000000007,Regular,Irish,11-03-2024
Employee Salary,Payroll,1485.98,Server,Night,Part-time,,,,,Tourist,Wine,1/15/2025
Marketing Spend,Advertising,1712.06,,,,Christmas Special,,,,Tourist,Snacks,3/14/2024
Fixed Cost,Utilities,3234.89,,,,,,,,First-timer,Snacks,3/31/2024
Projected vs Actual,Expense Monitoring,,,,,,,1751.98,1239.44,First-timer,Wine,11/19/2024
Employee Salary,Payroll,2658.94,Manager,Night,Full-time,,,,,First-timer,Irish,10/13/2024
